# Exult Usecode Dialogue Translation Dictionary
# English source<TAB>Chinese translation
# Generated: 2026-06-17 10:30:00
# Entries: 11391
#
# To deploy: Copy this file to your Exult <PATCH>/ directory
# as 'usecode_translations.txt'.
#
# Lines starting with '#' are comments.
# Format: English source text<tab>Chinese translation text
============================================================

! And good luck to thee!"*	「祝你好運！」*
! Fly from this place at once! I shall provide escort for thee with my bow. Return at thy peril,	「快離開這裡！我會用我的弓護送你離開。再回來就要冒險了！」
! Help me!!"	「幫幫我！！」
! However, thou mayest have some trouble convincing those who do not know thy face.~~"Of course, thou -shouldst- be safe around thy friends!"	「但是，你可能會遇到一些麻煩，因為有些人不認識你。」~~「當然，你應該在朋友身邊很安全！」
! I admit I do sell Silver Serpent Venom to other places besides the Apothecary. But what I am doing is not -precisely- against the law!"	「我承認，我賣銀蛇毒給其他地方的藥劑師。但是，我做的事情不是完全違法！」
! I earn my gold with this sword arm," he says as he flexes a mighty bicep. "Right now I am in Jhelom continuing my studies in my trade with De Snel, and when I am finished my price is going to go up!"	「我靠這把劍來賺取金幣，」他說，同時展示他的強壯手臂。「現在，我在傑洛姆繼續我的學徒生涯，當我完成後，我的價格就會上漲！」
! I shall never miss New Magincia!"	「我永遠不會錯過新馬吉尼亞！」
! I would wager that thou dost say that to all the barmaids!"	「我想，你對所有的酒吧女服務員都這麼說！」
! If I did not trust the infallibility of mine own eyes, I would not believe it! I was just thinking to myself, 'If only the Avatar were here!' Then...~~"Lo and behold! Who says that magic is dying! Here is living proof that it is not!~~ "Dost thou realize,	「如果我不相信自己的眼睛，我就不會相信！我剛剛在想，『如果只有阿凡達在這裡！』然後……~~「看哪！誰說魔法正在消失！這裡就是活生生的證據！」~~「你知道嗎，」他說，「如果不是你，我就會迷失了。」
! If not for thee, I would be lost."	「如果不是你，我就會迷失了。」
! If thou wilt leave something behind, mayhaps thou wilt be able to sail, and I will be glad, indeed, to sell thee the deed."~Gargan sneezes.	「如果你願意留下什麼東西，可能你就能夠航行，我會很高興地賣給你這份契約。」~加爾根打了個噴嚏。
! It is hearsay!"*	「這只是傳聞！」*
! Mine husband was pardoned by Lord British. He even provided Weston with short-term employment so that he may return to me with money enough in his pockets to feed us for some time!~~"Excellent news, no?"	! 我的丈夫被布列塔尼亞王赦免了，他甚至提供了韋斯頓短期的工作機會，這樣他就可以帶著足夠的錢回來養活我們一段時間！~~"這是個好消息，不是嗎？"
! Perhaps honesty shall lift thee above the	! 也許誠實會讓你脫離貧困
! That means I owe thee	! 這意味著我欠你
! The box is open! Certainly, one as diligent as thee could not have been robbed?"	! 盒子打開了！你這麼勤奮的人不可能被搶劫吧？"
! Thou	! 你
! Thou didst just enjoy thyself, didst thou not? Please come back when thou art rested!"*	! 你只是在享受自己吧？請休息一下再回來吧！"*
! Thy soul shall wail in the catacombs of the netherworld!"	! 你的靈魂將在陰間的墓穴中哀號！"
! Who knows what evil this strange creature might possess!" He inspects the sprite more closely. "Mayhaps I should try it first to be sure it is safe..."*	! 誰知道這個奇怪的生物可能會帶來什麼邪惡！" 他仔細檢查精靈。 "也許我應該先試試看，以確保它是安全的..."*
! You damn	! 你這個該死的
! You have nothing to lose but your	! 你沒有什麼可失去的，只有你的
!" Katrina greets you with a smile.	!" 卡特琳娜帶著微笑迎接你。
!" Nastassia says.	!" 納斯塔西婭說。
!" Sherry the Mouse exclaims.	!" 謝里老鼠驚呼。
!" says a wide-eyed Constance, "What may I do for thee?"	!" 一個目瞪口呆的康斯坦斯說，"我可以為你做什麼？"
"'Bye!"*	!"別了！"*
Lasher looks at you and blinks. "Come now, Avatar! I do not live by the rules that govern the society of Mankind. There is what I am, which is a unicorn. Then there is my purpose, which is another thing altogether."	Lasher 看著你，眨了眨眼睛。 "來吧，Avatar！我不受人類社會規則的約束。我是獨角獸，我的目的又是另一回事。"
Lasher shakes his head sadly. "No, thou merely thinks thou dost know what a unicorn is, but I shall tell thee the truth.	Lasher 悲傷地搖了搖頭。 "不，你只不過以為自己知道什麼是獨角獸，但我要告訴你真相。
Lasher slowly shakes his head. "Thou dost not have to brag in order to impress me, or fear any sort of verbal chastisements, honestly. By the way, I have an itch right betwixt my shoulder blades. Wouldst thou mind scratching it for me?" Lasher stretches out toward you. "Thank thee so much."	Lasher 緩慢地搖了搖頭。 "你不需要向我誇耀，也不需要害怕任何口頭責罵，老實說。順便說一下，我肩胛骨之間有個癢。能幫我抓抓嗎？" Lasher 伸出身子向你。 "謝謝你。"
Lasher stares at you, stupefied. "Tell me, dost thou know what a unicorn is?"	Lasher 目瞪口呆地看著你。 "告訴我，你知道什麼是獨角獸嗎？"
Lasher stares blankly at you. His mouth hangs open. "Very well. Then I shall tell thee what a unicorn is.	Lasher茫然地看著你。他的嘴巴張開著。 "好吧。那我就告訴你什麼是獨角獸。
Learning Center	學習中心
Leavell balances his dagger on his fingertip. In a blur of motion, he snatches it out of the air, pointing at you. He stares you in the eye.	Leavell 將他的匕首平衡在手指尖上。在一瞬間，他將匕首抓回，指著你。他盯著你的眼睛。
Legendary rock? Perhaps. Powerful relic? Definitely.~The Stone Of Castambre -- named for the mage who is rumored to have enchanted and placed it -- is said to be located on the Isle of Fire, also the location of the Shrines of the Three Principles. Of course, since knowledge of the Isle has long since disappeared, knowledge of the infamous Stone is equally mysterious. However, through research and study of Castambre's diary I have brought to light a few clues to the Stone's whereabouts.*	傳說中的岩石？也許。強大的遺物？絕對是。~被稱為卡斯坦布雷的巫師據說將其施咒並放置在火島上，同時也是三原則神殿的所在地。當然，由於對火島的知識早已消失，卡斯坦布雷石的知識也同樣神秘。但是，透過研究卡斯坦布雷的日記，我找到了幾個關於卡斯坦布雷石所在地的線索。*
Let me just remind you that the	讓我提醒你一下，
Let us win some gold!	讓我們贏一些金幣吧！
Let's sing a sea shanty!	我們來唱一首海上歌曲吧！
Library of Scars	刺傷圖書館
Lightning Wand: The effects of a bolt of lightning as it bursts forth from the wand is as devastating, as its counterpart, the fire wand. However, according to one of its proponents, "the corpses look and smell much less offensive."~	閃電法杖：法杖釋放的閃電效果，與火焰法杖一樣毀滅性。但據其支持者之一所說， "屍體看起來和聞起來都少了很多令人反感的地方。"~
Lock Lake	鎖湖
Long live the king	Long live the king
Look at it now!	!
Looking down, he shifts his weight from foot to foot for a moment. Glancing back up, eyes narrowed, he says, ~~"Not long ago a man entered mine armoury who claimed to be the Avatar, just as thou dost claim. When I turned to reach for a weapon he had requested, he purloined several items and ran away.~~"I assume," he says carefully, "thou art not that rogue."	, ~~" "~~"
Lord British	-- Lord British
Lord British - Britain ( )	Lord British - Britain
Lord British gives you the crystal, and once again your overloaded condition makes you clumsy. Luckily, it remains intact after its little fall.	Lord British , .
Lord British gives you the crystal, but it slips from your hands and falls to the floor. Luckily, it remains intact.	Lord British , .
Lord British gives you the crystal.	Lord British .
Lord British hands you his Orb of the Moons.	Lord British .
Lord British hands you the deed to the ship, but it slips from your hands and falls to the floor.	Lord British , .
Lord British hands you the deed to the ship.	Lord British .
Lord British joke	Lord British
Lord British laughs. "What, art thou joking, Avatar? Dost thou not recognize thine old friend?"	Lord British . " , Avatar? "
Lord British listens to your story about Weston. He looks concerned.~~"I do not recall this case. Let me check... Hmmm..." He quickly scans a large scroll.~~"Imprisoned for the theft of one apple from the Royal Orchards... Ludicrous! Someone must have usurped mine authority. Thou mayest consider this man pardoned. An investigation will commence immediately into the circumstances surrounding his arrest, and into this fellow, Figg. My thanks to thee, Avatar."	Lord British .~~" "~~" "
Lord British looks at you gravely, "The foundation of Britannia was shaken with the rising of an island. This event was no random disaster, it was one of sorcerous intent."	Lord British , " "
Lord British looks truly taken aback, his eyes narrow calculatingly. "What foul treachery is this?"	Lord British . " "
Lord British rolls his eyes. "Must we go through this formality?" He laughs, shaking his head.	伯爵大人翻了翻眼，「我們一定要經過這種形式嗎？」他笑著，搖了搖頭。
Lord British studies you a moment.	伯爵大人凝視你一會兒。
Lord Heather	-- Lord Heather
Lord Horance	-- Lord Horance
Lord John-Paul	-- Lord John-Paul
Love in the turning	在轉變中的愛
Lucky produces a deck of cards, three sea shells and a rock, and a pair of dice. In turn, the pirate takes each item and begins to show various methods of utilizing them. He shows how to deal cards from the bottom of the deck, and how to do a false shuffle. With the shells and rock, he shows lightning-fast maneuvers which hide the rock under one of the shells, the one it couldn't possibly be under. Finally, he shows how to use saliva to weight the dice so that they always turn up lucky.	Lucky 拿出一副牌、 三個海螺和一顆石頭、以及一對骰子。接著，海盜拿起每個物品，開始展示如何使用它們。他展示如何從牌堆底部發牌，和如何做假洗牌。用海螺和石頭，他展示快速的動作，將石頭藏在看起來不可能的海螺下。最後，他展示如何用唾液來加重骰子，使它們總是顯示幸運的結果。
Lucky shrugs. "Thou wilt not find another trainer on the island!"	Lucky聳聳肩。 「你不會在島上找到另一個教練！」
Lucy laughs. "Revelry! Singing! Dancing! Eating! Drinking! All in a time and place where one may stop and enjoy life! I can see it hath been too long since thou hast sampled the simple pleasures of life in Britannia!"	Lucy 笑著。 「狂歡！唱歌！跳舞！吃喝！所有這些都在一個可以停下來享受生活的地方！我可以看到你已經很久沒有在不列顛尼亞享受過生活的簡單樂趣！」
Lycaeum head	-- Lycaeum head
MY NOTEBOOK by Alagner~~	MY NOTEBOOK by Alagner ~~
Magenta looks puzzled. "I wonder who it could be?	Magenta 看起來困惑。 「我不知道是誰……？」
Magenta looks puzzled. Then she smiles. "Oh well. It sure is nice, is it not? If he thought this would improve our marital relations, he was not altogether wrong!"	Magenta 看起來困惑。然後她微笑。 「哦，算了。這確實很好，不是嗎？如果他以為這會改善我們的婚姻關係，他並不是完全錯誤！」
Magenta sighs with relief. "I am glad thou hast said this. Now I shall feel no guilt about keeping it."	Magenta 松了一口氣。 「我很高興你說了這句話。現在我就不會感到內疚了。」
Magenta smiles. "Good day,	Magenta 微笑。 「祝你好日子！」
Magenta's eyes widen in shock. "Who?"	瑪蓮娜的眼睛因為震驚而睜得大大的。"誰？"
Magic Boomerangs: there and back again.~	魔法迴旋鏢：來去自如。~
Magic Storm	魔法風暴
Magically Locked	魔法鎖定
Magicians Wand: While only slightly more lethal than the typical bow, this wand is rendered quite effective due to two interesting facets: Its damage is of a most magical nature and more than quite powerful against monsters likely to hassle a mage, and, it NEVER runs out of charges. If thou art interested in power and duration, this is the wand for thee.*	魔法師的權杖：雖然這把權杖的殺傷力只比一般的弓稍微強一點，但由於它的兩個特殊之處，使它變得相當有效：它的傷害是由魔法產生的，而且對於可能會困擾魔法師的怪物來說，它的威力非常強大。此外，它永遠不會耗盡魔力。如果你想要一把既強大又持久的權杖，那這就是你的最佳選擇。*
Malloy goes back to digging. The exertion from his work causes his helmet to fall off. He sighs, picks it up, puts it back on and goes back to work. Almost immediately it falls off again. He puts it back on. It falls off. He puts it back on. Malloy grunts and sighs. It falls off. Dejected, he puts it back on. This happens again and again so many times that it is almost painful to watch. Finally, Malloy just lets the helmet lie there and throws a tantrum. He trembles and bites into his hand to keep from crying out in frustration.*	馬洛伊回到挖掘工作中。他辛苦工作的結果是他的頭盔不斷掉落。他嘆了口氣，撿起頭盔，戴回去，繼續工作。不久，頭盔又掉落了。他又撿起來，戴回去，繼續工作。這種情況反覆發生了許多次，真是令人痛苦的觀看。最後，馬洛伊乾脆把頭盔扔在地上，開始發脾氣。他顫抖著，咬著手指，試圖抑制自己的哭泣聲。這種情況又發生了許多次，最後馬洛伊終於放棄了，讓頭盔躺在地上，開始大哭。*
Malloy goes hurling backwards, crying out in panic. He smacks the back of his head on the rock wall behind him. He takes off his crumpled helmet and points to it. "A good thing I was wearing this or I might have been hurt!" With that a loose rock tumbles down from the ceiling landing squarely on his head. Malloy says "Ooooooh!" Owings breaks into a giggling fit. Malloy flashes you an incredulous pouting grimace.	馬洛伊突然被擊飛，驚恐地大叫。他撞到了身後的岩石牆，頭部受傷。他摘下頭盔，指著它說："幸好我戴著這個頭盔，不然我可能會受傷！"話剛說完，一塊岩石從天花板上掉下來，正好落在他的頭上。馬洛伊痛苦地叫道："噢噢噢！" 歐文斯突然大笑起來，馬洛伊則給你一個不可思議的臭臉。
Malloy is so angry that he can no longer contain himself. "That is not thine helmet! It is mine helmet!" he shouts. This sends a thunderous echo down the mineshaft. You can feel a shower of falling dust and rocks. There is a low rumble and an ominous vibration of the earth. Owings and Malloy are so scared that in their panic they run right into each other. Malloy's foot - the one with the helmet stuck on it - slides out from under him and he lands on his posterior. Both cover their heads in anticipation of a massive cave-in.*	馬洛伊的憤怒已經到了極點，他大喊："這不是你的頭盔！是我的頭盔！"這句話在礦坑中產生了巨大的回音。你可以感受到落石和塵土的聲音。地面開始震動，歐文斯和馬洛伊都被嚇壞了，他們在恐慌中互相撞到。馬洛伊的腳滑倒了，他的頭盔卡在腳上，他坐在地上。兩人都把頭埋在手中，害怕會有大崩塌。*
Malloy kicks out with his foot, trying to dislodge the helmet which is stuck there. He looks at Owings and pouts, "Why dost thou not do something to help me?!"	馬洛伊用腳踢著，試圖把卡在腳上的頭盔踢掉。他看著歐文斯，臭臉說："你為什麼不幫我做點什麼？！"
Malloy looks at you and puts a finger to his lips. "Shhhhhhhh!!! I asked thee not to speak of this to anyone!"	馬洛伊看著你，指著嘴唇說："嘘！我告訴你不要把這件事告訴任何人！"
Malloy looks over at Owings and at you, giving you both a pouting grimace.*	馬洛伊看著歐文斯和你，給你們兩個一個臭臉。*
Malloy looks over at you and at Owings, giving both of you an incredulous pouting grimace.*	馬洛伊看著你和歐文斯，給你們兩個一個不可思議的臭臉。*
Malloy looks over at you and gives you a friendly wave as he goes to stand up. As he does this, he bumps his head. There is a loud knocking noise. He says, "Oooooooohh!" very loudly. His cry echoes through the length of the mineshaft. You can feel dust from the cracks in the ceiling settling on your shoulder.*	馬洛伊看著你，友好地揮手，站起來。當他站起來時，他又撞到了頭。聽到一聲巨大的碰撞聲。他大喊："噢噢噢！"聲音在礦坑中迴蕩。你可以感受到從天花板上的裂縫中掉下來的塵土落在你的肩上。
Malloy points at Owings and laughs until tears run down his face. Glancing up at the ceiling, Malloy starts feeling around for his helmet. Finally, feeling underneath himself, he pulls out his helmet, on top of which he had fallen! Looking at the hat, Malloy discovers that his bulk has crumpled it. It is ruined. He puts it on anyway, looking most ridiculous, and his tears of laughter turn to tears of sorrow. Now, both of them break down into fits of childish bawling. Malloy looks at Owings and says "This is another fine mess thou hast gotten us into!"*	馬洛伊指著歐文斯，笑到眼淚都流出來了。他抬頭看著天花板，開始摸索他的頭盔。最後，他找到頭盔，卻發現自己壓壞了它。他戴上頭盔，顯得非常可笑，他的笑聲變成了哭聲。現在，兩人都開始像孩子一樣大哭。馬洛伊看著歐文斯說："這又是你把我們弄成的好事！"
